InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsReturn,TotalSales,Month,PreviousReturns,ReturnProbability
C537807,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,2010-12-08 13:23:00,4.95,13495.0,United Kingdom,True,-14.85,12,1,0.9999999998203626
C537807,21143,ANTIQUE GLASS HEART DECORATION ,-1,2010-12-08 13:23:00,1.95,13495.0,United Kingdom,True,-1.95,12,2,0.9981450173279548
C537807,21812,GARLAND WITH HEARTS AND BELLS,-6,2010-12-08 13:23:00,4.95,13495.0,United Kingdom,True,-29.700000000000003,12,3,1.0
C537812,21843,RED RETROSPOT CAKE STAND,-10,2010-12-08 13:33:00,9.95,14299.0,United Kingdom,True,-99.5,12,0,1.0
C537812,22423,REGENCY CAKESTAND 3 TIER,-10,2010-12-08 13:33:00,10.95,14299.0,United Kingdom,True,-109.5,12,1,1.0
C537814,20703,BLUE PADDED SOFT MOBILE,-3,2010-12-08 13:43:00,4.25,12712.0,Germany,True,-12.75,12,0,0.9999999998963887
C537820,22627,MINT KITCHEN SCALES,-1,2010-12-08 14:10:00,8.5,16016.0,United Kingdom,True,-8.5,12,0,0.9981389452819699
C537821,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-3,2010-12-08 14:20:00,6.95,18193.0,United Kingdom,True,-20.85,12,0,0.9999999998199611
C537824,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2010-12-08 14:27:00,9.95,12870.0,United Kingdom,True,-9.95,12,0,0.9981402024206535
C537824,22784,LANTERN CREAM GAZEBO ,-1,2010-12-08 14:27:00,4.95,12870.0,United Kingdom,True,-4.95,12,1,0.998141745650971
C537832,22073,RED RETROSPOT STORAGE JAR,-2,2010-12-08 14:52:00,3.75,16858.0,United Kingdom,True,-7.5,12,0,0.99999941953899
C537832,21531,RED RETROSPOT SUGAR JAM BOWL,-4,2010-12-08 14:52:00,2.1,16858.0,United Kingdom,True,-8.4,12,1,0.999999999999944
C537832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2010-12-08 14:52:00,6.95,16858.0,United Kingdom,True,-13.9,12,2,0.9999994240640919
C537834,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08 14:54:00,2.95,13267.0,United Kingdom,True,-2.95,12,0,0.9981341256339537
C537834,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-08 14:54:00,2.1,13267.0,United Kingdom,True,-2.1,12,1,0.9981392759655848
C537834,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2010-12-08 14:54:00,2.95,13267.0,United Kingdom,True,-8.850000000000001,12,2,0.9999999998207632
C537835,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-12-08 14:57:00,4.95,14618.0,United Kingdom,True,-14.85,12,0,0.9999999998197928
C537838,22299,PIG KEYRING WITH LIGHT & SOUND ,-4,2010-12-08 15:01:00,1.25,13115.0,United Kingdom,True,-5.0,12,0,0.9999999999999438
C537853,79000,MOROCCAN TEA GLASS,-1,2010-12-08 15:57:00,0.85,13370.0,United Kingdom,True,-0.85,12,0,0.9981322987362954
C537853,22940,FELTCRAFT CHRISTMAS FAIRY,-1,2010-12-08 15:57:00,4.25,13370.0,United Kingdom,True,-4.25,12,1,0.9981411393648607
C537853,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2010-12-08 15:57:00,8.5,13370.0,United Kingdom,True,-17.0,12,2,0.999999424480731
C537853,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08 15:57:00,2.95,13370.0,United Kingdom,True,-2.95,12,3,0.9981517318102773
C537853,22960,JAM MAKING SET WITH JARS,-2,2010-12-08 15:57:00,4.25,13370.0,United Kingdom,True,-8.5,12,4,0.9999994269776251
C537856,37370,RETRO COFFEE MUGS ASSORTED,-2,2010-12-08 15:59:00,1.25,14388.0,United Kingdom,True,-2.5,12,0,0.9999994188610708
C537856,21843,RED RETROSPOT CAKE STAND,-1,2010-12-08 15:59:00,10.95,14388.0,United Kingdom,True,-10.95,12,1,0.9981469342991437
C537857,D,Discount,-1,2010-12-08 16:00:00,267.12,17340.0,United Kingdom,True,-267.12,12,0,0.9983502746088802
C537860,84406B,CREAM CUPID HEARTS COAT HANGER,-8,2010-12-08 16:15:00,3.25,16252.0,United Kingdom,True,-26.0,12,0,1.0
C537860,22295,HEART FILIGREE DOVE LARGE,-12,2010-12-08 16:15:00,1.65,16252.0,United Kingdom,True,-19.8,12,1,1.0
C537860,22193,RED DINER WALL CLOCK,-2,2010-12-08 16:15:00,8.5,16252.0,United Kingdom,True,-17.0,12,2,0.999999424480731
C537860,22180,RETROSPOT LAMP,-1,2010-12-08 16:15:00,9.95,16252.0,United Kingdom,True,-9.95,12,3,0.9981577513629469
C537860,21624,VINTAGE UNION JACK DOORSTOP,-3,2010-12-08 16:15:00,5.95,16252.0,United Kingdom,True,-17.85,12,4,0.9999999998221438
C537860,21485,RETROSPOT HEART HOT WATER BOTTLE,-3,2010-12-08 16:15:00,4.95,16252.0,United Kingdom,True,-14.85,12,5,0.9999999998226232
C537860,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,2010-12-08 16:15:00,2.95,16252.0,United Kingdom,True,-17.700000000000003,12,6,1.0
C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,True,-15.0,12,7,1.0
C537860,22049,WRAP CHRISTMAS SCREEN PRINT,-25,2010-12-08 16:15:00,0.42,16252.0,United Kingdom,True,-10.5,12,8,1.0
C537860,21888,BINGO SET,-4,2010-12-08 16:15:00,3.75,16252.0,United Kingdom,True,-15.0,12,9,0.9999999999999456
C537860,21240,BLUE POLKADOT CUP,-8,2010-12-08 16:15:00,0.85,16252.0,United Kingdom,True,-6.8,12,10,1.0
C537860,21066,VINTAGE RED MUG,-12,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,True,-15.0,12,11,1.0
C537860,20675,BLUE POLKADOT BOWL,-8,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,True,-10.0,12,12,1.0
C537860,22192,BLUE DINER WALL CLOCK,-2,2010-12-08 16:15:00,8.5,16252.0,United Kingdom,True,-17.0,12,13,0.9999994441794219
C537860,21244,BLUE POLKADOT PLATE ,-8,2010-12-08 16:15:00,1.69,16252.0,United Kingdom,True,-13.52,12,14,1.0
C537860,21242,RED RETROSPOT PLATE ,-8,2010-12-08 16:15:00,1.69,16252.0,United Kingdom,True,-13.52,12,15,1.0
C537860,20676,RED RETROSPOT BOWL,-8,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,True,-10.0,12,16,1.0
C537860,79066K,RETRO MOD TRAY,-10,2010-12-08 16:15:00,0.85,16252.0,United Kingdom,True,-8.5,12,17,1.0
C537860,22637,PIGGY BANK RETROSPOT ,-6,2010-12-08 16:15:00,2.55,16252.0,United Kingdom,True,-15.3,12,18,1.0
C537860,22508,DOORSTOP RETROSPOT HEART,-4,2010-12-08 16:15:00,3.75,16252.0,United Kingdom,True,-15.0,12,19,0.9999999999999472
C537860,21238,RED RETROSPOT CUP,-8,2010-12-08 16:15:00,0.85,16252.0,United Kingdom,True,-6.8,12,20,1.0
C537893,22450,SILK PURSE BABUSHKA BLUE,-1,2010-12-09 10:14:00,3.35,12721.0,France,True,-3.35,12,0,0.9988841825747898
C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2010-12-09 10:14:00,9.95,12721.0,France,True,-19.9,12,1,0.9999996551687657
C537893,22630,DOLLY GIRL LUNCH BOX,-2,2010-12-09 10:14:00,1.95,12721.0,France,True,-3.9,12,2,0.9999996549725059
C537998,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09 11:42:00,3.75,17411.0,United Kingdom,True,-15.0,12,0,0.999999999999944
C537998,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-4,2010-12-09 11:42:00,3.75,17411.0,United Kingdom,True,-15.0,12,1,0.9999999999999443
C538052,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2010-12-09 13:28:00,4.95,15181.0,United Kingdom,True,-4.95,12,0,0.9981358638781929
C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2010-12-09 13:38:00,1.25,14205.0,United Kingdom,True,-15.0,12,0,1.0
C538059,21535,RED RETROSPOT SMALL MILK JUG,-6,2010-12-09 13:38:00,2.55,14205.0,United Kingdom,True,-15.3,12,1,1.0
C538059,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,True,-17.700000000000003,12,2,1.0
C538059,84378,SET OF 3 HEART COOKIE CUTTERS,-12,2010-12-09 13:38:00,1.25,14205.0,United Kingdom,True,-15.0,12,3,1.0
C538059,48188,DOORMAT WELCOME PUPPIES,-2,2010-12-09 13:38:00,7.95,14205.0,United Kingdom,True,-15.9,12,4,0.999999427966655
C538059,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,True,-17.700000000000003,12,5,1.0
C538059,48187,DOORMAT NEW ENGLAND,-2,2010-12-09 13:38:00,7.95,14205.0,United Kingdom,True,-15.9,12,6,0.9999994315774474
C538059,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09 13:38:00,3.75,14205.0,United Kingdom,True,-15.0,12,7,0.9999999999999452
C538059,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,True,-17.700000000000003,12,8,1.0
C538059,22698,PINK REGENCY TEACUP AND SAUCER,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,True,-17.700000000000003,12,9,1.0
C538059,21975,PACK OF 60 DINOSAUR CAKE CASES,-24,2010-12-09 13:38:00,0.55,14205.0,United Kingdom,True,-13.2,12,10,1.0
C538059,21533,RETROSPOT LARGE MILK JUG,-3,2010-12-09 13:38:00,4.95,14205.0,United Kingdom,True,-14.85,12,11,0.999999999825961
C538059,21217,RED RETROSPOT ROUND CAKE TINS,-3,2010-12-09 13:38:00,9.95,14205.0,United Kingdom,True,-29.85,12,12,0.9999999998269156
C538059,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-12,2010-12-09 13:38:00,1.45,14205.0,United Kingdom,True,-17.4,12,13,1.0
C538062,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-14,2010-12-09 13:40:00,4.25,17702.0,United Kingdom,True,-59.5,12,0,1.0
C538062,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-4,2010-12-09 13:40:00,1.65,17702.0,United Kingdom,True,-6.6,12,1,0.999999999999944
C538062,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2010-12-09 13:40:00,3.75,17702.0,United Kingdom,True,-3.75,12,2,0.9981465727050531
C538062,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2010-12-09 13:40:00,8.5,17702.0,United Kingdom,True,-17.0,12,3,0.9999994263000046
C538062,20973,12 PENCIL SMALL TUBE WOODLAND,-2,2010-12-09 13:40:00,0.65,17702.0,United Kingdom,True,-1.3,12,4,0.9999994260136842
C538066,22083,PAPER CHAIN KIT RETROSPOT,-1,2010-12-09 13:58:00,2.95,15738.0,United Kingdom,True,-2.95,12,0,0.9981341256339537
C538075,21284,RETROSPOT CANDLE  SMALL,-12,2010-12-09 14:12:00,1.69,13021.0,United Kingdom,True,-20.28,12,0,1.0
C538081,22630,DOLLY GIRL LUNCH BOX,-33,2010-12-09 14:29:00,1.95,16898.0,United Kingdom,True,-64.35,12,0,1.0
C538082,21864,UNION JACK FLAG PASSPORT COVER ,-20,2010-12-09 14:30:00,2.1,13777.0,United Kingdom,True,-42.0,12,0,1.0
C538083,85099B,JUMBO BAG RED RETROSPOT,-3,2010-12-09 14:40:00,1.95,15750.0,United Kingdom,True,-5.85,12,0,0.9999999998195404
C538083,22633,HAND WARMER UNION JACK,-4,2010-12-09 14:40:00,2.1,15750.0,United Kingdom,True,-8.4,12,1,0.999999999999944
C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,2010-12-09 14:42:00,1.65,12649.0,Germany,True,-9.9,12,0,1.0
C538084,22859,EASTER TIN BUNNY BOUQUET,-6,2010-12-09 14:42:00,1.65,12649.0,Germany,True,-9.9,12,1,1.0
C538085,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2010-12-09 14:43:00,7.95,16350.0,United Kingdom,True,-7.95,12,0,0.9981384682144142
C538085,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-09 14:43:00,2.1,16350.0,United Kingdom,True,-2.1,12,1,0.9981392759655848
C538085,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2010-12-09 14:43:00,5.95,16350.0,United Kingdom,True,-5.95,12,2,0.9981484719538177
C538088,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-24,2010-12-09 14:45:00,0.85,14766.0,United Kingdom,True,-20.4,12,1,1.0
C538089,21906,PHARMACIE FIRST AID TIN,-1,2010-12-09 14:47:00,6.75,18230.0,United Kingdom,True,-6.75,12,0,0.9981374269160094
C538091,35400,WOODEN BOX ADVENT CALENDAR ,-2,2010-12-09 14:48:00,8.95,16499.0,United Kingdom,True,-17.9,12,0,0.9999994209465293
C538098,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2010-12-09 14:57:00,8.5,14441.0,United Kingdom,True,-8.5,12,0,0.9981389452819699
C538099,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2010-12-09 14:58:00,4.25,15279.0,United Kingdom,True,-4.25,12,0,0.9981352556766425
C538099,22457,NATURAL SLATE HEART CHALKBOARD ,-3,2010-12-09 14:58:00,2.95,15279.0,United Kingdom,True,-8.850000000000001,12,1,0.9999999998201947
C538100,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,2010-12-09 15:00:00,2.55,16579.0,United Kingdom,True,-30.6,12,0,1.0
C538102,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-2,2010-12-09 15:01:00,4.65,14047.0,United Kingdom,True,-9.3,12,0,0.999999419782847
C538103,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2010-12-09 15:13:00,8.5,17442.0,United Kingdom,True,-17.0,12,0,0.999999420824858
C538105,79163,BLACK CHAMPAGNE GLASS,-1,2010-12-09 15:18:00,1.65,16781.0,United Kingdom,True,-1.65,12,0,0.9981329949077353
C538105,21781,MA CAMPAGNE CUTLERY BOX,-1,2010-12-09 15:18:00,14.95,16781.0,United Kingdom,True,-14.95,12,1,0.9981503853615521
C538109,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2010-12-09 15:23:00,4.25,16042.0,United Kingdom,True,-17.0,12,2,0.9999999999999443
C538109,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2010-12-09 15:23:00,7.95,16042.0,United Kingdom,True,-7.95,12,3,0.9981560334903469
C538110,21232,STRAWBERRY CERAMIC TRINKET BOX,-144,2010-12-09 15:24:00,1.06,17307.0,United Kingdom,True,-152.64,12,0,1.0
C538111,21830,ASSORTED CREEPY CRAWLIES,-24,2010-12-09 15:24:00,0.42,17950.0,United Kingdom,True,-10.08,12,0,1.0
C538112,22072,RED RETROSPOT TEA CUP AND SAUCER ,-1,2010-12-09 15:28:00,3.75,14898.0,United Kingdom,True,-3.75,12,0,0.9981348211257041
C538112,21777,RECIPE BOX WITH METAL HEART,-3,2010-12-09 15:28:00,7.95,14898.0,United Kingdom,True,-23.85,12,1,0.9999999998206139
C538114,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-1,2010-12-09 15:29:00,16.95,14217.0,United Kingdom,True,-16.95,12,0,0.9981462594532071
C538115,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2010-12-09 15:30:00,1.25,16817.0,United Kingdom,True,-1.25,12,0,0.9981326468543972
C538115,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-9,2010-12-09 15:30:00,1.25,16817.0,United Kingdom,True,-11.25,12,1,1.0
C538115,22233,JIGSAW RABBIT AND BIRDHOUSE,-12,2010-12-09 15:30:00,1.65,16817.0,United Kingdom,True,-19.8,12,2,1.0
C538115,22230,JIGSAW TREE WITH WATERING CAN,-12,2010-12-09 15:30:00,0.85,16817.0,United Kingdom,True,-10.2,12,3,1.0
C538118,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-1,2010-12-09 15:33:00,2.95,17700.0,United Kingdom,True,-2.95,12,0,0.9981341256339537
C538118,22784,LANTERN CREAM GAZEBO ,-1,2010-12-09 15:33:00,4.95,17700.0,United Kingdom,True,-4.95,12,1,0.998141745650971
C538118,47594A,CAROUSEL DESIGN WASHBAG,-1,2010-12-09 15:33:00,1.95,17700.0,United Kingdom,True,-1.95,12,2,0.9981450173279548
C538119,22633,HAND WARMER UNION JACK,-1,2010-12-09 15:34:00,2.1,13136.0,United Kingdom,True,-2.1,12,0,0.9981333863903425
C538119,22865,HAND WARMER OWL DESIGN,-1,2010-12-09 15:34:00,2.1,13136.0,United Kingdom,True,-2.1,12,1,0.9981392759655848
C538119,21777,RECIPE BOX WITH METAL HEART,-2,2010-12-09 15:34:00,7.95,13136.0,United Kingdom,True,-15.9,12,2,0.9999994243329259
C538121,22461,SAVOY ART DECO CLOCK,-1,2010-12-09 15:36:00,12.75,15535.0,United Kingdom,True,-12.75,12,0,0.9981426276005851
C538122,22444,GROW YOUR OWN PLANT IN A CAN ,-1,2010-12-09 15:38:00,1.25,14696.0,United Kingdom,True,-1.25,12,0,0.9981326468543972
C538123,22331,WOODLAND PARTY BAG + STICKER SET,-1,2010-12-09 15:41:00,1.65,12605.0,Germany,True,-1.65,12,0,0.9989260498125904
C538123,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2010-12-09 15:41:00,1.65,12605.0,Germany,True,-1.65,12,1,0.9989294410434273
C538123,22956,36 FOIL HEART CAKE CASES,-2,2010-12-09 15:41:00,2.1,12605.0,Germany,True,-4.2,12,2,0.9999996682190943
C538124,M,Manual,-4,2010-12-09 15:43:00,0.5,15329.0,United Kingdom,True,-2.0,12,0,0.9999999999999438
C538124,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2010-12-09 15:43:00,2.95,15329.0,United Kingdom,True,-2.95,12,1,0.9981400128810669
C538124,22423,REGENCY CAKESTAND 3 TIER,-1,2010-12-09 15:43:00,12.75,15329.0,United Kingdom,True,-12.75,12,2,0.9981543300861048
C538164,35004B,SET OF 3 BLACK FLYING DUCKS,-1,2010-12-09 17:32:00,1.95,14031.0,United Kingdom,True,-1.95,12,0,0.9981332559052449
C538314,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-47,2010-12-10 13:52:00,0.85,15514.0,United Kingdom,True,-39.95,12,0,1.0
C538341,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-1.25,12,1,0.9981385387586861
C538341,22988,SOLDIERS EGG CUP ,-36,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-45.0,12,2,1.0
C538341,22988,SOLDIERS EGG CUP ,-12,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-15.0,12,3,1.0
C538341,22976,CIRCUS PARADE CHILDRENS EGG CUP ,-12,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-15.0,12,4,1.0
C538341,22973,CHILDREN'S CIRCUS PARADE MUG,-18,2010-12-10 14:03:00,1.65,15514.0,United Kingdom,True,-29.7,12,5,1.0
C538341,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-6,2010-12-10 14:03:00,4.95,15514.0,United Kingdom,True,-29.700000000000003,12,6,1.0
C538341,22752,SET 7 BABUSHKA NESTING BOXES,-96,2010-12-10 14:03:00,7.65,15514.0,United Kingdom,True,-734.4000000000001,12,7,1.0
C538341,22730,ALARM CLOCK BAKELIKE IVORY,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-3.75,12,8,0.9981813858664734
C538341,22729,ALARM CLOCK BAKELIKE ORANGE,-4,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-15.0,12,9,0.9999999999999456
C538341,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-3.75,12,10,0.9981928445953548
C538341,22728,ALARM CLOCK BAKELIKE PINK,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-3.75,12,11,0.9981985469055139
C538341,22728,ALARM CLOCK BAKELIKE PINK,-3,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-11.25,12,12,0.999999999826414
C538341,22727,ALARM CLOCK BAKELIKE RED ,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-3.75,12,13,0.998209897699987
C538341,22727,ALARM CLOCK BAKELIKE RED ,-2,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-7.5,12,14,0.9999994447063097
C538341,22726,ALARM CLOCK BAKELIKE GREEN,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-3.75,12,15,0.9982211771015734
C538341,22726,ALARM CLOCK BAKELIKE GREEN,-2,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-7.5,12,16,0.999999448211438
C538341,22726,ALARM CLOCK BAKELIKE GREEN,-3,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-11.25,12,17,0.9999999998291402
C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-3.75,12,18,0.9982379633202977
C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-3,2010-12-10 14:03:00,3.75,15514.0,United Kingdom,True,-11.25,12,19,0.9999999998302187
C538341,22621,TRADITIONAL KNITTING NANCY,-48,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-60.0,12,20,1.0
C538341,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-1,2010-12-10 14:03:00,0.85,15514.0,United Kingdom,True,-0.85,12,21,0.9982522307087451
C538341,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-6,2010-12-10 14:03:00,1.65,15514.0,United Kingdom,True,-9.9,12,22,1.0
C538341,22131,FOOD CONTAINER SET 3 LOVE HEART ,-1,2010-12-10 14:03:00,1.95,15514.0,United Kingdom,True,-1.95,12,23,0.9982641340131695
C538341,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-1,2010-12-10 14:03:00,2.95,15514.0,United Kingdom,True,-2.95,12,24,0.9982704180758516
C538341,21889,WOODEN BOX OF DOMINOES,-24,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-30.0,12,25,1.0
C538341,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2010-12-10 14:03:00,1.65,15514.0,United Kingdom,True,-1.65,12,26,0.9982802751146833
C538341,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,-1,2010-12-10 14:03:00,2.1,15514.0,United Kingdom,True,-2.1,12,27,0.998286061537025
C538341,21644,ASSORTED TUTTI FRUTTI HEART BOX,-1,2010-12-10 14:03:00,1.25,15514.0,United Kingdom,True,-1.25,12,28,0.9982907932015087
C538341,21056,DOCTOR'S BAG SOFT TOY,-1,2010-12-10 14:03:00,8.95,15514.0,United Kingdom,True,-8.95,12,29,0.9983022908489915
C538341,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,-1,2010-12-10 14:03:00,0.42,15514.0,United Kingdom,True,-0.42,12,30,0.9983009065691372
C538344,22867,HAND WARMER BIRD DESIGN,-12,2010-12-10 14:32:00,2.1,13448.0,United Kingdom,True,-25.200000000000003,12,0,1.0
C538350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-10 15:01:00,2.55,13798.0,United Kingdom,True,-2.55,12,0,0.9981337777910152
C538350,21231,SWEETHEART CERAMIC TRINKET BOX,-11,2010-12-10 15:01:00,1.06,13798.0,United Kingdom,True,-11.66,12,1,1.0
C538350,21936,RED RETROSPOT PICNIC BAG,-3,2010-12-10 15:01:00,2.55,13798.0,United Kingdom,True,-7.649999999999999,12,2,0.9999999998207296
C538350,20711,JUMBO BAG TOYS ,-2,2010-12-10 15:01:00,1.65,13798.0,United Kingdom,True,-3.3,12,3,0.9999994244622763
C538350,85099F,JUMBO BAG STRAWBERRY,-2,2010-12-10 15:01:00,1.65,13798.0,United Kingdom,True,-3.3,12,4,0.9999994262816082
C538350,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2010-12-10 15:01:00,1.65,13798.0,United Kingdom,True,-1.65,12,5,0.9981622640073244
C538350,20718,RED RETROSPOT SHOPPER BAG,-3,2010-12-10 15:01:00,1.06,13798.0,United Kingdom,True,-3.18,12,6,0.9999999998228624
C538350,85099B,JUMBO BAG RED RETROSPOT,-12,2010-12-10 15:01:00,1.65,13798.0,United Kingdom,True,-19.8,12,7,1.0
C538350,37450,CERAMIC CAKE BOWL + HANGING CAKES,-20,2010-12-10 15:01:00,2.55,13798.0,United Kingdom,True,-51.0,12,8,1.0
C538350,20725,LUNCH BAG RED RETROSPOT,-3,2010-12-10 15:01:00,1.45,13798.0,United Kingdom,True,-4.35,12,9,0.999999999824569
C538350,20727,LUNCH BAG  BLACK SKULL.,-3,2010-12-10 15:01:00,1.45,13798.0,United Kingdom,True,-4.35,12,10,0.9999999998251234
C538350,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-2,2010-12-10 15:01:00,1.65,13798.0,United Kingdom,True,-3.3,12,11,0.9999994388569153
C538350,21181,PLEASE ONE PERSON METAL SIGN,-2,2010-12-10 15:01:00,1.85,13798.0,United Kingdom,True,-3.7,12,12,0.9999994406829744
C538350,85150,LADIES & GENTLEMEN METAL SIGN,-1,2010-12-10 15:01:00,2.1,13798.0,United Kingdom,True,-2.1,12,13,0.9982085206114751
C538350,82583,HOT BATHS METAL SIGN,-3,2010-12-10 15:01:00,1.69,13798.0,United Kingdom,True,-5.07,12,14,0.9999999998273437
C538350,21166,COOK WITH WINE METAL SIGN ,-2,2010-12-10 15:01:00,1.69,13798.0,United Kingdom,True,-3.38,12,15,0.9999994459290068
C538350,21175,GIN + TONIC DIET METAL SIGN,-1,2010-12-10 15:01:00,1.85,13798.0,United Kingdom,True,-1.85,12,16,0.998225219277685
C538350,21169,YOU'RE CONFUSING ME METAL SIGN ,-2,2010-12-10 15:01:00,1.45,13798.0,United Kingdom,True,-2.9,12,17,0.9999994493647205
C538350,82581,TOILET METAL SIGN,-1,2010-12-10 15:01:00,0.42,13798.0,United Kingdom,True,-0.42,12,18,0.9982352265319361
C538350,22067,CHOC TRUFFLE GOLD TRINKET POT ,-1,2010-12-10 15:01:00,1.45,13798.0,United Kingdom,True,-1.45,12,19,0.9982416396446779
C538350,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-4,2010-12-10 15:01:00,1.25,13798.0,United Kingdom,True,-5.0,12,20,0.9999999999999474
C538350,82551,LAUNDRY 15C METAL SIGN,-1,2010-12-10 15:01:00,1.25,13798.0,United Kingdom,True,-1.25,12,21,0.9982525565120378
C538350,35924,HANGING FAIRY CAKE DECORATION,-15,2010-12-10 15:01:00,1.69,13798.0,United Kingdom,True,-25.35,12,22,1.0
C538350,22064,PINK DOUGHNUT TRINKET POT ,-4,2010-12-10 15:01:00,1.45,13798.0,United Kingdom,True,-5.8,12,23,0.9999999999999478
C538350,22065,CHRISTMAS PUDDING TRINKET POT ,-4,2010-12-10 15:01:00,1.25,13798.0,United Kingdom,True,-5.0,12,24,0.999999999999948
C538350,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2010-12-10 15:01:00,1.06,13798.0,United Kingdom,True,-4.24,12,25,0.9999999999999483
